regime,sigma.sq
soft,0.000358594
soft,0.00041813
soft,0.000356294
soft,0.000378894
soft,0.000352309
soft,0.000320934
soft,0.000359592
soft,0.000372635
soft,0.000326743
soft,0.000358898
soft,0.000378814
soft,0.000372754
soft,0.000437137
soft,0.000360773
soft,0.00036094
soft,0.00031702
soft,0.000324434
soft,0.000323554
soft,0.000362727
soft,0.000384429
soft,0.000384594
soft,0.000368186
soft,0.000357934
soft,0.000319454
soft,0.000341138
soft,0.000322222
soft,0.000364417
soft,0.000323545
soft,0.000389914
soft,0.000386988
soft,0.000378069
soft,0.000324994
soft,0.000413262
soft,0.000378497
soft,0.000378687
soft,0.00031569
soft,0.000322665
soft,0.000378432
soft,0.000337535
soft,0.000323359
soft,0.000335574
soft,0.000371199
soft,0.000362366
soft,0.00034996
soft,0.000326635
soft,0.00038008
soft,0.000322138
