regime,theta,se
soft,-0.314503477,0.014746732
soft,-0.305033196,0.015039493
soft,-0.311633158,0.014209673
soft,-0.311839182,0.015424652
soft,-0.312872858,0.014664229
soft,-0.311918681,0.014684114
soft,-0.316344496,0.017735298
soft,-0.311364867,0.014270773
soft,-0.305837128,0.014153927
soft,-0.312966715,0.014924914
soft,-0.306801997,0.013933388
soft,-0.303221714,0.01541251
soft,-0.309597471,0.014515599
soft,-0.309291016,0.014949145
soft,-0.313174039,0.014954059
soft,-0.308271934,0.014691452
soft,-0.312482804,0.014487823
soft,-0.30810917,0.014966883
soft,-0.313628622,0.018469086
soft,-0.305505157,0.015384175
soft,-0.311378383,0.014417293
soft,-0.303195303,0.015332103
soft,-0.31109077,0.014875358
soft,-0.313572196,0.014896019
soft,-0.30917376,0.0144792
soft,-0.307743833,0.015740525
soft,-0.31321533,0.014506097
soft,-0.308548183,0.013845439
soft,-0.313200877,0.014417643
soft,-0.304944056,0.014961668
soft,-0.31460507,0.015174541
soft,-0.313802325,0.01480049
soft,-0.309610561,0.01464326
